timestamp,signal,reason,rf_signal,xgb_signal,lgb_signal,confidence,atr,ema_trend,price_momentum
2026-02-23T12:08:16.425141+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T12:09:16.632743+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.2%,514.1,,
2026-02-23T12:10:16.835058+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:11:17.022991+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:12:17.218559+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:13:17.413808+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:14:17.647309+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:15:17.851373+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:16:18.046982+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:17:18.226448+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:18:18.423003+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:19:18.646760+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:20:18.849925+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:21:19.053897+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:22:19.299701+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:23:19.497392+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:24:19.693601+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:25:19.903755+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:26:20.099478+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:27:20.303986+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:28:20.518047+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:29:20.728534+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:30:20.933197+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:31:28.042945+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:32:28.234345+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:33:28.434876+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:34:28.641961+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:35:28.857523+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:36:29.116186+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:37:29.337768+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:38:29.551438+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:39:29.752229+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:40:29.952310+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:41:30.149768+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:42:30.347591+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:43:30.548791+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:44:30.760323+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:45:30.981931+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:46:31.199245+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:47:31.433261+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:48:31.649278+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:49:31.850351+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:50:32.065214+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:51:32.250230+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:52:32.452040+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:53:32.656602+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:54:32.855455+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:55:33.059552+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:56:33.239639+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:57:33.516684+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:58:33.707132+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T12:59:33.877744+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T13:00:35.005790+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T13:01:35.218856+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T13:02:35.424351+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T13:03:35.682150+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T13:04:35.893097+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T13:05:36.105412+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T13:06:36.315124+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T13:07:36.682179+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T13:08:36.882698+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T13:09:37.097888+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,55.4%,555.1,,
2026-02-23T13:10:37.322281+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:11:37.532528+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:12:37.738536+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:13:37.948101+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:14:38.179712+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:15:38.397870+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:16:38.612561+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:17:38.813741+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:18:39.007170+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:19:39.204465+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:20:39.438901+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:21:39.631761+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:22:39.829138+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:23:40.046725+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:24:40.243847+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:25:40.454040+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:26:40.647850+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
2026-02-23T13:27:40.848102+00:00,HOLD,confidence_gate,HOLD,HOLD,HOLD,56.3%,547.9,,
